"idno","cntry","essround","gndr","agea","domicil","hinctnta","eduyrs","wkhtot","tvtot","hhmmb","ipcrtiv","ipadvnt","ipgdtim","ipsuces","imprich","impsafe","imptrad","ipfrule","iphlppl","ipeqopt","trstplc","trstplt","trstlgl","polintr","bctprd","sgnptit","stflife","happy","health","sclmeet","sclact","rlgblg","rlgdgr","pray","rlgatnd"
414838,"DE",5,1,24,1,77,13,45,5,5,2,1,1,2,5,4,3,5,4,3,8,2,6,3,2,2,8,9,1,7,4,2,1,7,7
414842,"DE",5,1,29,3,5,10,40,3,2,3,2,2,2,5,4,6,3,2,2,10,1,8,2,2,2,10,9,1,7,3,2,0,7,7
414850,"DE",5,1,33,4,2,13,50,6,1,5,4,3,3,5,3,4,3,4,5,8,4,8,2,2,2,7,8,2,6,2,1,5,6,5
414851,"DE",5,1,34,3,7,18,42,6,2,4,5,3,4,5,2,5,2,2,2,6,4,7,2,8,2,8,8,3,5,4,2,1,6,6
414852,"DE",5,2,27,3,2,18,30,4,3,2,4,1,1,2,1,6,5,1,3,6,3,6,2,2,2,7,9,1,7,3,2,5,2,7
414863,"DE",5,2,40,4,9,25,40,3,4,2,5,3,3,3,2,2,2,2,2,8,3,7,2,2,1,7,7,3,3,2,1,6,3,4
414865,"DE",5,2,42,4,8,12,45,4,2,2,4,2,3,5,3,3,5,1,1,8,3,8,2,1,1,7,7,2,5,2,1,8,3,5
414868,"DE",5,2,17,4,5,10,666,5,5,3,4,2,3,5,4,5,3,2,2,7,6,5,3,2,2,10,9,2,6,3,1,6,3,4
414879,"DE",5,1,53,1,2,13,42,6,2,2,5,3,3,6,2,2,2,2,2,8,8,6,1,2,2,5,4,3,1,4,2,2,7,7
414902,"DE",5,1,23,1,88,88,666,1,2,3,3,2,3,3,2,4,2,1,1,6,3,7,2,1,2,8,8,1,6,3,1,7,1,3
414917,"DE",5,2,45,3,8,12,45,6,2,1,4,2,2,5,1,2,2,1,1,8,1,8,4,2,1,8,7,2,5,4,2,3,7,7
414922,"DE",5,2,65,3,5,12,37,3,2,2,2,1,1,3,1,1,1,1,1,5,5,5,2,2,2,10,10,2,4,1,2,5,7,7
414925,"DE",5,1,26,3,6,17,44,3,1,2,4,1,1,4,3,2,3,1,1,7,4,10,3,1,1,9,9,1,7,3,2,0,7,7
414941,"DE",5,1,16,3,88,88,888,4,5,2,3,2,3,3,3,2,8,2,2,8,4,6,3,8,1,7,7,3,6,2,1,6,6,5
414953,"DE",5,1,45,1,7,18,45,5,2,1,3,2,1,2,2,1,2,1,1,10,6,10,2,2,1,8,8,1,7,3,2,5,6,7
414955,"DE",5,2,35,1,3,18,35,1,1,1,2,1,2,5,4,3,5,2,1,7,4,8,2,1,1,8,8,1,6,3,1,2,7,6
414959,"DE",5,2,66,1,77,17,40,5,2,1,1,2,1,3,3,1,5,1,1,0,1,1,2,1,1,3,0,4,2,1,2,0,7,7
414961,"DE",5,2,38,1,9,17,55,2,1,1,2,2,1,3,4,2,3,1,1,6,5,6,3,1,2,7,10,1,6,3,2,0,7,7
415123,"DE",5,1,32,3,4,17,53,0,4,2,4,4,4,6,4,2,5,1,1,6,1,5,3,1,1,10,10,1,6,2,1,10,1,2
415145,"DE",5,2,35,2,5,18,42,7,4,2,3,4,3,2,3,2,4,3,2,5,2,5,3,1,2,8,9,3,7,2,1,7,2,5
415187,"DE",5,2,41,2,77,13,10,5,4,2,4,2,3,4,2,2,2,2,2,7,3,6,3,8,1,7,7,2,6,3,2,3,7,7
415192,"DE",5,2,24,2,88,14,41,5,3,3,4,1,1,5,5,3,5,3,4,0,2,0,3,1,2,8,8,2,5,3,2,0,7,7
415195,"DE",5,1,82,4,88,10,80,2,2,8,8,8,8,8,8,8,8,8,8,5,5,0,1,2,2,5,8,3,3,3,1,7,2,4
415217,"DE",5,2,55,2,9,20,40,1,1,2,3,3,2,5,4,6,6,3,1,6,4,6,1,1,1,7,8,3,4,3,2,0,7,7
415290,"DE",5,1,49,3,9,12,65,6,4,5,5,2,2,5,1,1,4,2,2,8,5,6,2,1,2,8,8,1,4,3,1,3,7,5
415302,"DE",5,1,56,3,8,16,52,3,3,3,3,2,2,5,5,3,3,3,2,8,2,4,2,1,2,8,8,2,4,2,2,2,6,7
415339,"DE",5,1,41,3,10,20,54,3,2,3,5,1,2,4,3,4,6,2,3,7,5,8,2,2,2,8,9,2,5,4,1,3,7,7
415344,"DE",5,1,45,3,5,10,50,7,3,3,4,2,3,4,2,2,4,2,2,5,2,0,3,2,2,8,7,3,5,3,2,0,7,7
415367,"DE",5,1,56,4,8,10,60,4,2,2,5,2,2,5,2,2,2,2,2,7,5,3,2,2,2,7,7,3,5,2,2,5,7,5
415375,"DE",5,2,51,4,9,15,40,4,2,2,2,1,2,3,1,3,2,1,1,8,1,3,3,2,2,3,8,2,4,3,2,8,1,7
415380,"DE",5,1,51,4,9,16,55,6,4,1,4,5,2,3,1,6,3,2,5,9,2,9,2,2,1,8,8,2,6,2,2,1,7,7
415383,"DE",5,1,26,4,5,16,48,6,3,3,3,2,2,3,4,5,4,2,2,8,6,8,3,2,2,7,7,2,6,3,2,1,7,7
415384,"DE",5,1,74,4,2,13,55,3,2,3,5,2,3,5,2,2,3,2,3,7,1,4,3,1,8,5,6,4,2,2,1,4,6,5
415386,"DE",5,2,31,4,5,17,42,2,2,2,5,4,4,6,3,2,4,2,1,8,2,6,2,2,2,8,8,3,4,3,1,5,1,7
415422,"DE",5,2,47,4,8,15,50,4,2,3,5,1,4,4,2,5,3,1,3,3,1,2,1,1,2,10,10,2,4,3,2,0,7,7
415425,"DE",5,2,37,4,9,19,50,4,2,1,5,2,3,4,1,3,4,1,2,8,7,8,3,2,2,8,8,2,2,2,1,4,4,5
415426,"DE",5,1,43,4,77,14,50,0,1,1,2,2,4,6,6,3,3,2,2,7,6,8,1,1,1,5,8,2,6,4,1,8,1,7
415438,"DE",5,2,40,4,10,15,46,3,3,3,6,4,3,2,1,1,1,2,2,9,3,7,3,2,2,8,9,2,4,2,2,0,7,7
415446,"DE",5,1,41,3,5,14,52,3,4,3,5,4,3,5,2,2,2,3,4,7,4,5,1,2,1,5,7,3,4,3,1,4,6,5
415447,"DE",5,2,35,3,4,18,40,2,4,1,2,3,3,3,1,4,4,2,2,7,4,7,2,2,1,8,8,2,5,4,2,2,7,7
415457,"DE",5,2,70,2,5,8,666,7,3,4,5,4,5,5,1,1,4,2,2,4,2,0,1,1,2,10,10,2,5,2,1,9,1,5
415459,"DE",5,1,58,3,4,13,41,1,2,4,6,4,5,5,2,1,2,3,2,10,8,10,2,2,1,8,8,2,6,3,1,8,6,4
415463,"DE",5,1,49,1,77,16,50,2,1,3,4,3,2,5,3,5,3,3,3,8,3,7,2,1,2,8,7,3,6,3,2,0,3,7
419211,"DE",5,2,31,3,8,18,30,1,3,2,2,3,3,5,3,3,4,1,1,88,2,88,2,1,1,9,9,2,5,3,1,4,6,5
419213,"DE",5,1,30,3,2,20,43,6,1,4,6,4,2,3,2,3,5,5,3,8,3,8,1,2,1,1,2,2,4,2,2,0,7,7
419215,"DE",5,2,17,3,77,11,40,1,3,2,3,1,3,6,3,6,4,1,4,6,7,7,8,2,2,1,3,3,6,4,2,0,7,7
419218,"DE",5,1,24,3,1,16,666,5,1,2,3,1,2,3,4,4,3,2,1,4,0,5,3,2,2,7,7,1,6,3,2,0,7,7
419220,"DE",5,1,35,3,1,10,40,7,1,4,5,2,5,5,2,6,6,1,1,0,1,1,1,2,1,4,6,3,7,2,2,1,6,7
419229,"DE",5,2,97,3,1,11,50,7,1,8,6,8,5,3,2,2,2,2,1,10,3,8,4,2,2,5,6,3,2,1,1,6,88,4
419233,"DE",5,1,69,3,4,13,40,7,2,2,5,3,3,6,3,4,3,3,2,7,5,7,2,8,2,9,9,2,4,3,2,0,7,7
419241,"DE",5,1,24,3,3,14,42,6,1,3,4,2,2,5,2,5,1,2,1,7,2,4,3,2,2,1,3,2,6,2,2,0,7,7
422004,"DE",5,2,44,1,8,10,40,7,2,3,2,2,2,3,2,5,5,2,5,6,0,6,3,2,2,10,10,2,5,8,1,5,7,5
422008,"DE",5,2,44,1,8,10,32,4,3,3,4,2,3,3,2,5,3,3,2,7,4,5,3,2,1,7,8,2,4,3,2,1,7,7
434510,"DE",5,2,22,4,77,14,888,4,4,2,4,1,2,3,5,2,3,2,2,10,2,9,3,2,2,9,10,1,7,4,1,8,6,5
434513,"DE",5,1,22,4,77,13,39,0,5,3,3,2,2,3,3,3,2,3,1,9,0,7,3,1,1,8,8,2,6,3,1,5,1,5
434844,"DE",5,2,45,4,77,12,20,3,4,3,5,2,5,6,1,2,2,2,2,8,6,6,2,2,2,8,8,3,6,3,1,7,1,4
434845,"DE",5,1,54,4,10,18,64,2,3,1,3,2,3,6,3,2,2,3,1,7,0,5,2,2,1,8,8,2,4,2,2,0,7,7
434909,"DE",5,1,50,3,10,12,40,3,2,3,4,2,3,4,3,3,4,2,2,7,3,5,3,2,2,9,9,1,6,3,2,0,7,7
436209,"DE",5,2,55,3,4,15,40,3,2,4,5,4,4,5,3,3,3,3,2,7,4,7,2,8,1,8,5,2,2,2,1,6,1,4
441880,"DE",5,2,34,3,77,13,40,4,2,2,4,2,2,3,1,2,3,1,2,8,6,8,2,1,1,8,8,1,3,3,1,7,6,6
441906,"DE",5,2,65,3,77,45,40,6,1,3,5,2,2,3,1,2,2,2,2,8,2,0,1,1,1,7,6,2,4,2,2,5,6,7
446391,"DE",5,1,72,3,8,14,8,7,2,1,4,2,2,4,2,3,2,2,2,9,4,9,2,1,2,9,8,2,5,5,1,1,6,7
446401,"DE",5,2,43,3,5,10,40,7,4,8,8,8,8,8,8,8,8,8,8,9,88,7,2,1,1,5,7,4,5,3,1,5,3,7
446405,"DE",5,1,55,4,77,12,38,2,3,8,6,4,2,4,2,3,3,4,4,5,0,5,3,2,2,6,88,4,88,8,1,5,6,6
446408,"DE",5,1,60,4,77,17,80,5,2,3,6,1,1,4,6,1,6,1,2,7,0,1,1,2,2,10,88,1,5,8,2,7,7,4
446409,"DE",5,2,81,1,1,8,8,6,1,8,6,2,8,5,1,1,2,2,2,7,2,88,2,2,2,8,8,4,6,2,2,5,7,5
446413,"DE",5,1,61,4,10,14,40,4,2,3,4,1,2,4,1,5,4,2,1,8,4,7,1,2,1,10,9,2,5,4,2,0,7,7
446415,"DE",5,2,28,4,5,16,45,7,6,3,6,3,2,2,2,2,5,3,3,5,0,5,3,2,2,8,9,2,7,1,2,0,7,7
446420,"DE",5,2,74,3,2,6,888,6,1,2,6,2,2,5,2,2,5,1,1,5,5,5,2,2,2,7,8,3,5,4,2,7,5,5
446421,"DE",5,2,67,2,8,10,40,4,2,5,6,4,3,5,1,1,2,2,3,4,4,3,2,2,1,7,5,4,6,3,1,7,4,5
446422,"DE",5,1,23,2,9,16,38,3,4,3,2,2,2,4,1,3,3,2,1,1,3,5,4,2,2,7,8,2,6,3,1,3,7,6
446423,"DE",5,1,62,3,10,12,70,1,2,2,6,1,4,5,5,2,5,2,6,9,7,9,1,2,2,9,8,2,5,2,1,7,6,6
446425,"DE",5,1,81,4,3,11,40,5,1,5,6,1,5,6,1,2,2,2,1,9,2,9,3,2,2,10,10,3,7,5,1,7,6,6
446428,"DE",5,2,53,4,77,11,40,7,5,5,6,2,2,6,1,2,5,2,1,6,4,6,4,2,2,5,8,4,6,4,1,7,7,5
446429,"DE",5,1,60,1,77,9,888,4,3,2,3,2,2,4,2,2,3,4,2,8,5,8,2,1,2,9,9,4,6,3,2,1,7,6
446436,"DE",5,1,39,4,10,14,34,5,4,1,3,2,2,2,2,2,4,3,5,8,2,5,3,1,1,9,9,2,6,3,2,0,1,7
446441,"DE",5,2,56,4,9,12,36,5,2,3,4,4,4,3,4,2,3,4,3,8,88,88,3,2,2,10,10,1,6,3,1,5,3,4
446459,"DE",5,2,33,4,1,9,40,3,2,2,2,2,1,1,2,2,2,2,1,5,3,5,2,2,2,3,3,2,5,2,1,5,7,7
446460,"DE",5,2,54,4,10,8,42,7,2,3,4,3,3,4,3,2,5,1,2,9,3,7,2,2,2,9,8,3,4,3,1,1,7,7
446464,"DE",5,1,76,3,5,11,40,7,2,2,5,2,2,4,2,2,2,2,2,3,4,3,3,2,2,4,7,4,5,1,1,6,1,7
446466,"DE",5,2,56,3,7,12,39,2,2,3,6,3,5,5,2,3,6,2,2,8,5,88,3,1,2,9,8,2,4,3,1,4,6,5
446467,"DE",5,1,75,3,5,15,35,7,2,4,5,4,3,6,2,3,4,2,2,8,5,6,2,2,2,8,8,2,4,3,1,8,3,3
446471,"DE",5,1,20,1,88,12,40,6,2,2,2,2,2,3,3,5,2,3,3,4,6,7,4,2,2,7,5,2,6,3,2,1,7,7
446475,"DE",5,1,55,4,77,19,5,3,2,2,3,2,3,3,2,3,4,4,2,6,1,6,2,2,2,7,5,1,4,2,1,4,6,6
446494,"DE",5,1,73,4,4,10,20,7,2,3,2,2,2,3,2,3,2,3,5,8,5,5,2,2,2,8,8,3,4,4,1,6,7,5
446496,"DE",5,1,62,4,8,11,40,3,3,1,3,3,5,4,4,4,5,2,1,4,2,4,1,2,1,8,8,3,4,2,2,4,7,6
446497,"DE",5,2,21,3,7,13,45,6,4,1,2,2,2,3,2,2,3,1,1,6,3,3,2,1,2,7,8,2,6,3,2,2,6,5
446498,"DE",5,2,22,3,3,14,666,4,1,3,2,2,2,5,2,2,3,2,3,8,7,9,2,2,1,9,8,1,6,3,1,7,2,3
446501,"DE",5,1,41,4,9,13,45,4,5,2,4,3,3,6,2,2,2,2,1,7,5,7,2,2,2,8,8,1,6,2,1,0,7,6
446504,"DE",5,2,60,4,2,10,20,7,1,5,6,5,6,5,2,2,3,2,2,3,2,3,3,2,2,8,8,3,4,2,1,8,1,3
446509,"DE",5,1,50,2,1,10,666,7,1,3,4,5,2,5,5,5,5,3,2,6,1,6,3,2,2,2,6,2,6,2,1,1,7,7
446511,"DE",5,2,68,3,1,10,40,7,1,3,5,3,5,5,2,5,6,2,2,7,6,2,4,2,2,10,7,2,7,3,2,0,7,7
446526,"DE",5,2,33,3,3,13,43,7,5,2,5,2,3,5,2,3,3,3,2,6,2,7,3,2,1,6,8,4,4,1,2,6,1,7
446529,"DE",5,1,58,3,5,12,55,7,2,3,5,1,2,6,1,3,3,1,2,2,1,2,2,2,2,8,7,3,5,2,2,4,7,7
446530,"DE",5,1,42,3,1,12,50,7,2,3,6,3,6,6,1,6,6,2,1,2,0,5,3,2,2,4,5,2,4,2,2,0,7,7
446531,"DE",5,2,77,3,2,16,40,4,2,1,4,2,3,1,2,3,2,1,1,8,5,5,3,2,2,6,8,4,4,2,2,0,1,7
446533,"DE",5,2,45,3,5,16,40,4,2,1,4,1,2,5,3,2,2,1,2,8,5,6,2,1,1,10,10,1,4,4,2,0,7,7
446541,"DE",5,2,63,4,9,15,40,4,2,2,4,2,2,4,1,2,4,1,1,4,1,4,2,2,2,7,8,2,2,3,2,4,7,5
446545,"DE",5,1,26,4,88,16,44,7,5,5,5,1,1,2,2,5,5,5,2,8,2,7,3,2,1,6,7,2,6,3,2,2,7,6
446548,"DE",5,2,32,4,8,14,45,2,4,2,3,2,1,3,1,2,4,2,1,7,0,7,4,2,2,8,8,2,7,3,1,5,3,4
446557,"DE",5,2,22,4,7,13,23,7,3,1,3,2,5,4,2,2,6,1,2,8,5,6,3,2,1,7,7,2,6,3,1,6,7,5
446558,"DE",5,1,20,4,3,11,46,6,2,3,2,1,3,2,2,2,2,2,2,4,6,4,2,2,2,9,10,1,7,3,2,4,7,7
446559,"DE",5,1,24,4,6,11,35,7,3,2,1,1,2,1,2,2,5,2,1,3,2,3,3,2,2,8,7,1,6,1,1,5,6,7
446560,"DE",5,2,20,4,8,12,37,4,4,2,2,1,2,4,1,1,3,3,3,7,5,7,3,2,2,8,8,1,6,3,1,7,6,6
446563,"DE",5,1,65,2,5,14,50,5,2,2,5,5,3,4,2,2,2,2,2,7,6,6,1,2,2,9,8,3,6,2,1,5,6,4
446564,"DE",5,2,31,2,4,4,6,2,4,5,5,2,3,3,2,5,2,2,2,8,5,88,3,2,2,3,3,2,2,1,1,5,7,7
446575,"DE",5,2,18,4,7,10,666,5,3,2,5,2,2,4,2,2,5,2,2,7,4,88,3,2,1,10,10,1,7,4,1,3,5,5
446576,"DE",5,1,40,4,10,16,42,4,4,2,4,3,3,2,2,2,2,3,2,8,3,7,2,2,2,9,8,3,4,2,1,7,2,4
446579,"DE",5,2,30,1,8,17,35,0,4,4,6,4,5,5,2,6,4,2,3,7,7,7,4,2,2,0,10,1,2,2,2,0,7,7
446583,"DE",5,2,51,4,4,17,50,6,2,3,6,3,3,3,2,4,3,2,2,8,3,5,3,2,2,6,6,3,3,2,2,1,7,7
446587,"DE",5,1,65,1,10,20,40,6,2,2,3,1,5,5,5,2,5,2,3,8,1,7,2,1,1,9,9,2,6,3,1,8,3,5
446589,"DE",5,2,19,3,88,13,666,4,3,2,5,2,1,4,1,3,3,1,1,8,4,7,2,2,2,7,8,2,6,3,1,8,1,4
446590,"DE",5,2,53,3,5,11,20,3,2,1,5,2,5,3,1,1,3,3,1,8,5,8,2,2,2,8,7,3,4,3,1,5,1,5
446594,"DE",5,1,62,4,77,11,50,5,2,3,5,4,5,6,3,3,5,2,1,7,3,7,3,2,2,8,8,3,4,3,2,0,7,7
446595,"DE",5,1,53,4,77,14,45,3,2,2,5,2,3,5,2,2,2,2,2,8,3,5,2,1,1,10,10,3,4,4,2,0,7,6
446596,"DE",5,1,36,4,77,13,40,6,1,2,1,3,3,5,2,3,3,2,2,4,1,3,3,2,2,5,6,2,5,3,2,0,7,7
446600,"DE",5,1,42,1,4,12,666,4,3,2,3,3,2,4,2,6,3,3,2,8,0,6,3,2,2,5,8,3,4,4,2,0,7,6
446603,"DE",5,2,44,3,77,10,30,7,4,3,5,4,5,5,1,3,2,2,2,5,0,5,3,2,2,5,5,4,4,2,2,0,7,7
446608,"DE",5,2,44,4,77,12,43,6,3,2,6,2,2,5,2,2,2,1,2,9,1,0,2,2,2,6,6,3,5,2,2,0,6,7
446615,"DE",5,2,50,3,4,13,40,5,1,6,6,6,8,1,1,8,1,1,1,10,88,10,4,2,2,5,6,1,4,1,2,0,7,5
446616,"DE",5,2,60,3,5,12,24,3,2,4,1,1,1,4,1,1,1,4,3,10,10,9,2,2,1,5,10,1,4,3,2,88,7,7
446619,"DE",5,2,55,3,7,12,30,4,2,2,6,4,1,5,1,1,1,1,1,9,7,9,3,2,1,8,9,1,3,2,1,8,5,5
446620,"DE",5,1,56,3,7,12,39,5,2,4,1,1,1,4,1,1,1,1,1,10,6,8,2,2,1,10,5,2,4,8,1,0,7,7
446627,"DE",5,1,78,4,7,12,3,7,2,1,4,3,1,3,1,1,1,1,1,5,2,2,3,2,2,5,7,3,4,3,2,0,7,7
446628,"DE",5,1,68,4,8,14,60,6,2,2,2,4,3,3,5,2,2,1,1,8,5,7,2,2,2,8,8,3,6,2,1,6,6,6
446629,"DE",5,1,88,4,4,14,45,7,2,2,6,2,3,5,2,4,2,1,2,2,0,88,2,2,2,5,10,4,4,3,2,0,7,7
446631,"DE",5,2,73,4,3,10,40,7,1,2,4,2,2,3,2,3,2,1,2,8,0,88,4,2,2,4,8,3,5,2,2,0,7,7
446632,"DE",5,2,60,4,1,12,20,7,1,2,6,2,2,4,2,2,2,1,2,6,3,2,1,2,1,6,5,3,4,3,2,3,7,7
446637,"DE",5,2,20,4,88,10,666,2,3,1,4,2,2,4,1,2,3,2,3,7,5,7,3,2,2,8,8,1,4,3,1,2,7,5
446638,"DE",5,1,53,4,77,9,70,1,5,1,4,2,2,4,2,1,4,2,2,5,0,0,2,2,2,10,8,2,2,2,1,10,1,2
446640,"DE",5,1,79,4,77,8,60,6,2,2,4,3,2,2,1,1,3,3,2,0,0,0,1,2,2,5,5,3,2,1,1,7,2,3
446642,"DE",5,1,55,2,7,12,32,6,2,1,3,3,2,4,1,5,5,3,2,4,5,7,1,1,1,5,5,3,5,3,2,2,7,7
446649,"DE",5,2,51,1,9,10,20,7,1,1,4,1,6,6,1,3,6,1,1,5,1,5,2,2,2,8,5,4,4,4,2,8,2,7
446651,"DE",5,1,54,1,6,14,42,5,1,1,5,1,1,6,2,4,1,1,1,8,2,7,1,2,1,8,7,1,4,2,2,2,7,7
446652,"DE",5,2,89,1,77,10,60,7,1,1,6,1,8,4,2,1,1,1,1,9,5,7,2,2,2,9,10,3,4,2,2,0,7,7
446659,"DE",5,1,58,4,8,16,40,5,3,2,3,2,2,5,2,2,4,2,2,7,2,0,2,2,2,5,7,3,3,2,1,3,7,7
446660,"DE",5,1,19,4,3,11,10,2,3,1,3,1,2,2,3,3,4,2,2,6,3,5,3,2,1,7,7,2,6,3,1,8,2,3
446663,"DE",5,2,16,4,8,10,666,3,5,3,4,2,1,5,1,5,2,2,1,10,5,10,3,2,2,9,9,1,6,3,1,3,7,7
446665,"DE",5,1,56,3,9,17,42,2,2,2,4,2,2,5,2,4,2,2,2,5,3,5,3,2,1,6,7,2,4,3,2,0,7,7
446666,"DE",5,2,80,3,3,15,32,6,1,2,5,1,5,5,2,1,3,2,1,10,0,6,1,2,1,9,8,3,5,2,2,0,7,7
446671,"DE",5,1,77,4,77,13,35,2,2,4,2,3,3,4,5,1,3,3,5,10,88,9,2,2,1,10,10,2,7,5,1,10,1,2
446673,"DE",5,1,26,3,9,12,40,7,3,5,3,1,2,5,4,4,5,3,3,3,5,6,3,2,2,5,6,1,6,3,2,0,7,7
446674,"DE",5,2,32,3,6,15,40,4,3,3,5,4,4,5,3,4,5,4,2,6,1,3,2,2,2,7,8,3,5,2,2,0,7,7
446679,"DE",5,1,39,2,1,16,25,7,1,2,2,2,5,5,2,3,5,4,2,10,6,9,2,2,2,3,5,4,6,3,2,0,7,7
446683,"DE",5,2,73,4,77,11,20,2,2,2,5,5,5,5,5,2,5,2,2,8,4,5,1,2,2,10,10,2,4,2,1,5,1,3
446685,"DE",5,1,74,2,4,15,50,7,2,3,6,3,2,5,2,2,2,2,2,7,3,7,1,1,1,7,5,3,2,3,1,1,7,7
446699,"DE",5,1,64,4,2,13,45,6,2,3,6,4,5,5,2,3,3,2,1,7,5,5,3,2,2,6,8,3,4,3,1,6,4,6
446705,"DE",5,1,31,4,9,18,40,2,4,2,5,1,2,3,1,3,4,1,4,10,6,9,2,1,2,9,9,1,3,4,1,6,4,5
446706,"DE",5,1,17,4,88,10,666,1,3,2,2,1,4,3,5,6,5,2,1,1,3,2,3,1,2,9,10,2,7,4,1,7,6,7
446708,"DE",5,2,31,4,6,14,42,4,5,3,6,4,5,5,2,3,3,2,2,6,4,6,3,2,1,9,9,2,5,2,2,2,6,5
446714,"DE",5,2,61,1,1,14,38,7,1,5,5,2,1,4,3,1,1,1,1,8,3,8,2,2,2,0,3,3,5,2,2,0,7,7
446716,"DE",5,2,44,1,77,16,36,1,4,2,5,2,2,5,2,1,4,2,1,7,3,5,2,1,2,8,8,2,4,3,2,5,7,6
446718,"DE",5,1,23,3,7,16,16,2,4,1,3,3,2,2,5,5,6,3,1,6,2,8,2,1,2,4,4,3,6,4,2,0,7,7
446720,"DE",5,1,17,3,7,11,666,5,3,3,4,2,2,5,3,3,5,1,2,8,3,7,3,1,1,7,8,3,4,2,2,1,7,7
446725,"DE",5,1,55,3,6,12,45,5,1,2,6,2,3,3,2,4,3,2,2,2,2,3,2,2,2,0,7,2,4,1,1,0,7,7
446737,"DE",5,1,21,3,88,13,666,4,4,2,3,1,1,1,2,2,4,3,4,6,2,6,1,2,2,8,8,1,7,5,1,6,6,5
446743,"DE",5,1,35,3,5,13,42,4,5,2,6,1,1,5,3,3,5,2,5,8,2,4,2,2,2,10,10,3,7,3,2,0,7,7
446744,"DE",5,2,87,3,2,8,45,5,1,4,6,5,5,6,2,2,1,3,1,8,2,5,3,2,2,5,5,4,5,3,1,6,4,4
446746,"DE",5,2,61,1,77,10,30,6,2,4,3,5,5,4,4,3,3,5,4,9,4,4,4,1,2,2,3,4,2,2,1,0,7,7
446749,"DE",5,1,24,2,88,10,40,6,4,3,5,3,4,3,2,4,3,1,3,5,5,5,3,1,2,7,5,2,6,3,2,0,7,7
446754,"DE",5,1,56,4,10,21,50,1,3,3,5,3,2,4,2,3,3,2,2,7,1,9,1,2,1,6,8,2,4,3,1,7,4,4
446756,"DE",5,2,36,4,8,15,46,2,4,1,4,3,2,3,2,2,4,2,1,8,2,6,3,1,2,6,8,3,6,1,2,1,4,7
446762,"DE",5,1,62,3,88,11,54,7,2,5,6,2,2,6,1,2,5,2,1,6,2,2,2,2,2,3,4,5,2,1,1,8,1,7
446769,"DE",5,1,59,3,5,13,30,5,5,1,2,2,4,5,2,3,5,2,2,9,5,9,2,2,2,8,8,4,6,3,2,7,7,7
446775,"DE",5,2,61,4,77,11,26,5,2,2,5,2,4,4,2,3,2,2,2,5,3,5,3,2,1,5,6,3,3,3,2,3,6,6
446776,"DE",5,1,63,4,77,17,666,7,2,1,3,3,2,3,2,2,2,2,2,5,2,1,1,2,2,6,8,4,6,3,2,0,7,7
446778,"DE",5,1,24,3,2,13,40,2,1,2,1,1,2,2,4,4,4,2,2,4,0,2,2,2,2,8,7,1,7,4,2,0,7,7
446779,"DE",5,2,32,3,5,14,45,2,3,4,6,1,3,6,1,5,6,1,1,7,4,5,3,2,2,8,8,3,6,2,2,0,7,7
446780,"DE",5,1,47,3,3,11,46,2,1,2,2,1,2,1,1,2,1,2,2,5,0,2,4,2,2,5,5,1,5,3,2,0,7,7
446783,"DE",5,2,92,1,77,8,44,6,1,8,6,2,6,5,1,1,8,1,1,10,0,88,3,2,2,10,5,3,7,8,2,0,7,7
446784,"DE",5,2,30,1,2,17,65,0,2,1,3,8,2,5,3,4,5,3,1,6,1,5,3,2,1,7,9,3,7,2,2,0,7,7
446797,"DE",5,2,28,3,9,19,45,3,2,3,5,3,3,5,2,3,3,2,2,10,7,9,2,1,2,9,8,1,4,3,1,6,4,5
446802,"DE",5,1,38,4,4,14,40,4,1,4,5,2,3,3,1,2,2,2,3,6,5,6,3,2,1,8,7,3,6,4,1,7,2,4
446803,"DE",5,1,42,4,8,18,60,0,4,4,5,3,4,5,3,2,3,3,1,7,0,3,3,1,1,7,7,2,5,2,1,10,1,4
446806,"DE",5,1,64,4,5,11,41,6,3,3,4,2,2,3,1,1,5,1,2,8,5,8,2,1,2,9,8,3,4,4,1,5,2,4
446809,"DE",5,1,68,4,6,11,25,4,2,2,4,3,3,5,2,1,2,1,1,9,7,8,2,2,1,10,10,1,7,5,1,8,1,4
446812,"DE",5,2,16,4,88,9,666,7,6,3,3,3,5,6,4,5,6,2,2,6,4,6,2,2,2,9,10,2,6,4,2,1,7,7
446823,"DE",5,2,53,4,4,12,10,5,3,4,6,4,6,6,1,1,1,1,1,10,2,10,3,2,2,10,8,2,5,3,1,8,3,4
446825,"DE",5,1,21,1,5,12,666,2,2,3,3,3,3,5,5,4,4,1,2,6,5,7,2,1,1,9,9,2,7,3,2,2,7,7
446829,"DE",5,2,29,1,9,16,40,2,2,1,2,1,1,1,3,2,4,1,1,5,3,4,2,2,2,7,7,3,6,3,1,7,3,7
446835,"DE",5,2,21,4,88,12,4,1,5,2,3,2,1,2,1,1,3,1,1,5,7,7,3,2,2,9,9,2,7,4,1,6,6,6
446847,"DE",5,1,23,1,5,13,30,0,2,2,2,2,1,6,2,2,6,2,1,4,3,2,1,2,1,10,10,1,6,3,2,6,7,6
446849,"DE",5,1,82,3,4,11,888,7,2,4,5,2,4,6,2,5,1,2,2,5,0,0,2,2,2,5,8,3,3,1,2,0,7,7
446854,"DE",5,1,51,1,9,18,50,3,4,2,5,3,5,5,2,2,3,2,2,8,3,5,1,1,1,8,8,2,6,3,1,5,6,4
